"Order","Active","Text Above Question","Question Title","Activity","Type","Dropdown/Checkbox options","Show in Final Questions Section","Answer Required?"
"15","True","","Skill 6:","Know the Skills","Short Text","","No","No"
"14","True","","Skill 5:","Know the Skills","Short Text","","No","No"
"13","True","","Skill 4:","Know the Skills","Short Text","","No","No"
"12","True","","Skill 3:","Know the Skills","Short Text","","No","No"
"11","True","","Skill 2:","Know the Skills","Short Text","","No","Yes"
"10","True","","Skill 1:","Know the Skills","Short Text","","No","Yes"
"9","True","<span style=""color:rgb(31, 73, 125);""></span>
<hr />
<h1><strong><span style=""color:rgb(31, 73, 125);"">Subject 2:</span></strong></h1>","Subject / Topic:","Know the Skills","Short Text","","No","Yes"
"8","True","","Skill 7:","Know the Skills","Short Text","","No","No"
"7","True","","Skill 6:","Know the Skills","Short Text","","No","No"
"6","True","","Skill 5:","Know the Skills","Short Text","","No","No"
"5","True","","Skill 4:","Know the Skills","Short Text","","No","No"
"4","True","","Skill 3:","Know the Skills","Short Text","","No","No"
"3","True","","Skill 2:","Know the Skills","Short Text","","No","Yes"
"2","True","","Skill 1:","Know the Skills","Short Text","","No","Yes"
"1","True","<h4>Now try and plan your own target diagram.</h4><p><img src=""https://i.imgur.com/6eTgmOL.png"" style=""width:344px;"" />
</p><p>Use the form below to record the skills from each of your subjects or course units.</p><hr /><h1><strong><span>Subject 1:</span></strong></h1>","Subject/Topic:","Know the Skills","Short Text","","No","Yes"
"6","True","<h3>Go Fast Activites:</h3><p>e.g.  Exam questions under timed conditions (perhaps from a different exam board)</p>","Explain how you will undertake your go fast activity - i.e. What, When and Where?","2 Slow, 1 Fast","Paragraph Text","","No","No"
"4","True","<hr /><h3>Go Slow Activities</h3><p>e.g. - Revision Cards, Exam questions without a time limit, Workig through a maths problem using your text book.</p>","Activities:","2 Slow, 1 Fast","Paragraph Text","","No","Yes"
"3","True","<hr /><h4>Commit to trying this technique with 1 subject below:</h4>","Subject 1:","2 Slow, 1 Fast","Short Text","","No","Yes"
"2","True","<p>Think about your studies at the moment, and make a list of the exam tasks you have ahead of you, that could be intensively practised using the two slow, one fast technique:<span></span></p>","List of exam tasks ahead:","2 Slow, 1 Fast","Paragraph Text","","No","Yes"
"1","True","","Which subjects might this work best with?","2 Slow, 1 Fast","Paragraph Text","","No","No"
"3","True","<hr /><h3>3. Blackout</h3><p>The information needed to complete the challenge is either missing or forgotten.<span></span></p>","Actions:","Learn from Mistakes","Paragraph Text","","No","No"
"2","True","<hr /><h3>2. Slip-up</h3><p>The correct process is chosen but errors in the execution of that process lead to a lower mark (e.g. a paragraph lacks detail or is missing a key component, a science or maths solution works up to a point and then breaks down).<span></span></p>","Actions:","Learn from Mistakes","Paragraph Text","","No","No"
"1","True","<h3>1. Active mistake</h3><p>The wrong process is carried out (e.g. the calculation goes wrong because an incorrect approach is used, the mark scheme isn’t present, the student doesn’t know what to do to get a high mark).<span></span></p>","Actions:","Learn from Mistakes","Paragraph Text","","No","Yes"
"6","True","","Other:","Graphic Organisers","Short Text","","No","No"
"5","True","<hr /><em><b>If this metaphor works for you, try one of </b><b>the following:<br /></b><ul><li><b>A castle with separate turrets and a strong foundation.</b></li><li><b>A stream growing into a river and then a lake.</b></li><li><b>A village with a central square and streets around it.</b><b></b><b></b></li></ul><p><b></b></p></em>","Commit to trying one more type of graphic organiser:","Graphic Organisers","Dropdown","A castle with separate turrets and a strong foundation,A stream growing into a river and then a lake,A village with a central square and streets around it., Other (add your ideabelow)","No","No"
"4","True","<hr /><p><br /></p>","What subsections of information become the twigs and leaves?","Graphic Organisers","Paragraph Text","","No","Yes"
"3","True","<hr /><p><br /></p>","What are the important branches?","Graphic Organisers","Paragraph Text","","No","Yes"
"2","True","<hr /><p><br /></p>","What underlying information makes the roots?","Graphic Organisers","Paragraph Text","","No","Yes"
"1","True","<p>Using the image to help you visualise the concept complete the following form:</p>","What key information forms the trunk?","Graphic Organisers","Paragraph Text","","No","Yes"
"3","True","<p>Right Answer - Use the space below to type out the right answer again - or use your notebook.</p>","Right Answer 2?","Right-Wrong-Right","Paragraph Text","","No","No"
"2","True","<p>What will you use as a wrong answer? - Type of add link below</p>","Wrong Answer?","Right-Wrong-Right","Paragraph Text","","No","Yes"
"1","True","<p>What example are you going to use - Commit to it below:</p>","Right Example?","Right-Wrong-Right","Paragraph Text","","No","Yes"
"101","True","","Less of:","Right-Wrong-Right","Paragraph Text","","Yes","No"
"100","True","","More of:","Right-Wrong-Right","Paragraph Text","","Yes","No"
"4","True","<h5>Isolating the Errors</h5><p>It’s worth spending some time looking at the differences between the two rights and the wrong. Try try to make a list of three or four things that the right is doing that the wrong wasn’t. <span></span></p>","Make a note of them here:","Right-Wrong-Right","Paragraph Text","","No","No"
"4","True","<h3><strong>Box 4: 10% of your time</strong></h3><div><em><b>(This is the material you consider easy. You </b><b>always get it right, so you only need to spend 10% of your time checking stuff in this box.</b></em><b><em> Start with a small number of topics in here)</em></b></div>","Possible topics:","Leitner Box","Paragraph Text","","No","No"
"3","True","<h3><strong>Box 3: 20% of your time</strong></h3><div><em><b>(You nearly always get these topics correct when you test </b><b>yourself on them</b></em><b><em>)</em></b></div>","Possible topics:","Leitner Box","Paragraph Text","","No","No"
"2","True","<hr /><h3><strong>Box 2: 30% of your time</strong></h3><em><strong>(Things you are starting to get to grips with, but still sometimes trips you up or confuses you)<br /></strong></em>","Possible Topics:","Leitner Box","Paragraph Text","","No","No"
"1","True","<p>If you practise your recall in this way, you will find you won’t neglect information. You won’t get caught by the <strong>‘familiarity trap’ </strong>– the feeling that you know something so well you never need to test yourself on it. Plus, you keep your focus where it needs to be: on the tough stuff you keep forgetting.
</p><p>Use the grid below to plan what information might belong in each box:
</p><hr /><h4><strong>Box 1: 40% of your time</strong><br /></h4><p><strong><em>(Things you are not remembering well - requiring regular review)</em></strong></p>","Possible topics:","Leitner Box","Paragraph Text","","No","Yes"
"5","True","<hr /><p>We’ve found that students who get the best grades at college or 6th Form practise in a wider variety of ways. Our top performers had over ten ticks in the always column, and these were evenly spread across C, S and F.</p><p>However, students who got lower grades had far fewer ticks in the always column – often only four or five. They were very restricted in the way they practised, often spending hours repeating the same limited range of activities.</p><p>Aim to increase the ticks in your always column to ten.</p>","List three study activities that you currently don’t do, that you could add to your repertoire:","Revision Questionnaire","Paragraph Text","","No","Yes"
"3","True","","Feedback Technique Score:","Revision Questionnaire","Short Text","","No","Yes"
"2","True","","Skill Techniques Score:","Revision Questionnaire","Short Text","","No","Yes"
"1","True","<p>Make a note of your current scores below:<br /></p>","Content Technique Score:","Revision Questionnaire","Short Text","","No","Yes"
"111","True","<hr /><h4><em>Now you’ve considered each of Dunlosky’s insights, are there two or three activities you could add to your practice schedule?</em></h4>","Commit to trying 2-3 new revision activities to try:","Revision Questionnaire","Checkboxes","Practice Tests,Spaced Practice,Elaborative Interrogation,Self-Explanation,Interleaved Practice,Summarising,Highlighting,Mnemonics,Text into image,Re-Reading","Yes","No"
"110","True","<hr /><h5><strong><span style=""color:#a986ff;"">10. Re-reading </span></strong>– setting out all your notes and textbooks, and reading through them again.</h5><hr />","How often do you use Re-reading?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"109","True","<hr /><h5><span style=""color:#a986ff;""><strong>9. Text into image</strong> </span>– attempting to turn information into images so as to better recall it.</h5><hr />","How often do you use Text into Image?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"108","True","<hr /><h5><strong><span style=""color:#a986ff;"">8. Mnemonics </span></strong>– creating phrases, memorable words, visualisations or lists to recollect material.</h5><hr />","How often do you use Mnemonics?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"107","True","<hr /><h5><strong><span style=""color:#a986ff;"">7. Highlighting </span></strong>– reading material with a highlighter, and selecting the key information as you go.</h5><hr />","How often do you use Highlighting?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"106","True","<hr /><h5><strong><span style=""color:#a986ff;"">6. Summarising</span> </strong>– Writing out / recording summaries of the information that is to be learned</h5><hr />","How often do you use Summarising?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"105","True","<hr /><h5><strong><span style=""color:#a986ff;"">5. Interleaved Practice</span> </strong>– Designing study that moves you from topic to topic, task to task and subject to subject, rather than blocking out long session of the same activity</h5><hr />","How often do you use Interleaved practice?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"104","True","<hr /><h5><strong><span style=""color:#a986ff;"">4. Self-explanation</span> </strong>– Writing out explanations. Explaining how new information is linked to old information. Clarifying connections between information.</h5><hr />","How often do you use Self-Explanation?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"103","True","<hr />
<h5><strong><span style=""color:#a986ff;"">3. Elaborative interrogation</span> </strong>– Explaining complex concepts and ideas to others –teaching someone else the material.</h5>
<hr />","How often do you use Elaborative Interrogation?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"102","True","<hr /><h5><strong><span style=""color:#a986ff;"">2. Spaced Practice</span> </strong>– Scheduling practice tests and revision sessions over time - snacking instead of bingeing.</h5><hr />","How often do you use Spaced Practice?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"100","True","<hr /><h5><strong><span style=""color:#a986ff;"">1. Practice tests</span></strong><strong> </strong>– Moving in and out of exam conditions, practising what is required in the time you’re given.</h5>","How often do you use Practice Tests?","Revision Questionnaire","Dropdown","Always,Sometimes,Never","Yes","No"
"6","True","<hr /><h3><strong>4. Not Urgent - Not Important Tasks</strong></h3>","4. List tasks below:","Eisenhower Matrix","Paragraph Text","","No","No"
"3","True","<hr /><h3><strong>2. Not Urgent - Important Tasks</strong></h3>","2.List tasks below:","Eisenhower Matrix","Paragraph Text","","No","No"
"5","True","<hr /><h3><strong>3. Urgent - Not Important Tasks</strong></h3>","3. List tasks below: ","Eisenhower Matrix","Paragraph Text","","No","No"
"2","True","<hr />Now try to organise your tasks using the following framework.<ol>
	<li>Urgent /  Important</li>
	<li>Not Urgent / Important</li>
	<li>Urgent / Not Important </li>
	<li>Not Urgent / Not Important</li>
</ol>Re-organise the list you have written above into the form below.<hr /><h3><strong>1. Urgent - Important Tasks</strong></h3>","1. List tasks below: ","Eisenhower Matrix","Paragraph Text","","No","No"
"1","True","<h4><strong><b>First -</b> make a list of all your current tasks:</strong></h4>","Current Tasks:","Eisenhower Matrix","Paragraph Text","","No","No"
"4","True","<hr /><h3><strong>4. Bottom Right Quadrant </strong>- Low Quality / Under Control (Ahead of Schedule)</h3><br />","Tasks for bottom right quadrant:","Project Progress Chart","Paragraph Text","","No","No"
"3","True","<hr /><h3><strong>3. Bottom Left Quadrant </strong>- Low Quality / Urgent (Behind Schedule)</h3><br />","Tasks for bottom left quadrant:","Project Progress Chart","Paragraph Text","","No","No"
"2","True","<h3><strong>2. Top Right Quadrant </strong>- High Quality / Under Control (Ahead of Schedule)</h3><br />","Tasks for top right quadrant:","Project Progress Chart","Paragraph Text","","No","No"
"1","True","<hr /><h3><strong>1. Top Left Quadrant </strong>- High Quality / Urgent (Behind Schedule)</h3>","Tasks for top left quadrant:","Project Progress Chart","Paragraph Text","","No","No"
"4","True","<h3>4. <strong>Resources</strong> - Who can help you? </h3>
<p><em>Teachers? / Tutors? / Textbooks? / Websites? / The college VLE?</em><em></em>
</p>
<p><em><strong>Be as specific as possible!!</strong></em>
</p>","Resources - What resources can help you achieve this project?","STQR","Paragraph Text","","No","No"
"3","True","<h3>3. <strong>Quality</strong> - What grade do you want? </h3><p><em>Have you any examples of work completed at this grade? </em>
</p><p><em>Do you know students who have achieved it?</em><em></em>
</p><p><strong>Add links or examples of the level of quality required  - Do your research for this section!</strong><br />
</p>","Quality - Explain the quality required to achieve your goal","STQR","Paragraph Text","","No","No"
"2","True","<h3>2. <strong>Time</strong> - How long have you got?</h3>
<p>Can you break this down into mini-deadlines?<span></span>
</p>","Time - How will you break up and manage the time you have available?","STQR","Paragraph Text","","No","No"
"1","True","<h3>1. <strong>Scope</strong> - The complete size of the finished project. </h3>","Scope - What exactly do you need to learn?","STQR","Paragraph Text","","No","No"
"100","True","","What action could you take to get your project started?","STQR","Paragraph Text","","Yes","No"
"2","True","<hr /><h3>Go for the Task Which Makes You Feel Most Uncomfortable</h3><p>With this second piece of advice, Ferriss makes the point that, subconsciously, we often know which are the big, important jobs because they make us feel challenged or uncomfortable. There is a significant crossover between tasks that make us feel uncomfortable and tasks that are going to be important and improve us quickly.</p><p>The job that makes you feel anxious is likely to be your <strong>Lead Domino</strong>. And by focusing on it now, you will save time and effort later.</p><p><br /></p>","What’s your most uncomfortable task?","The Lead Domino","Paragraph Text","","No","No"
"1","True","","My Lead Dominos:","The Lead Domino","Paragraph Text","","No","No"
"100","True","Now, how did it make you feel when you completed that uncomfortable task?<p>Return to this and read it next time you’re having trouble starting!</p>","How did you feel?","The Lead Domino","Paragraph Text","","Yes","No"
"9","True","","Stage Tasks / Priorities:","2-4-8 Rule","Paragraph Text","","No","No"
"8","True","","Completion  / Deadline Date:","2-4-8 Rule","Date","","No","No"
"7","True","<hr /><h3>Delivery Stage 3</h3>","Start Date:","2-4-8 Rule","Date","","No","No"
"6","True","","Stage Tasks / Priorities:","2-4-8 Rule","Paragraph Text","","No","No"
"5","True","","Completion  / Deadline Date:","2-4-8 Rule","Date","","No","No"
"4","True","<hr />
<h3>Delivery Stage 2</h3>","Start Date:","2-4-8 Rule","Date","","No","No"
"3","True","","Stage Tasks / Priorities:","2-4-8 Rule","Paragraph Text","","No","No"
"2","True","","Completion  / Deadline Date:","2-4-8 Rule","Date","","No","No"
"1","True","<h3>Delivery Stage 1:</h3>","Start Date:","2-4-8 Rule","Date","","No","No"
"100","True","","Make a list of these below:","2-4-8 Rule","Paragraph Text","","Yes","No"
"5","True","<hr /><h3>Reflection</h3><p>Once you have used the snacking technique a couple of times return to this section and review it's success. How have you found it? Has it worked for you? Has it helped you?</p>","Reflection and actions:","Snack Don't Binge","Paragraph Text","","No","No"
"2","True","","2. Time? Commit to a time in the day to do your snacking:","Snack Don't Binge","Short Text","","No","No"
"4","True","","4. How? - How will you divide the hour? (note down your ideas below):","Snack Don't Binge","Paragraph Text","","No","No"
"3","True","","3. What? - Which subjects / topics are you going to focus on?","Snack Don't Binge","Paragraph Text","","No","No"
"1","True","<h3>Use the section below to commit to your ""Snack"" programme......</h3>","1. When? - Commit to a date to start snacking on knowledge!","Snack Don't Binge","Date","","No","No"
"6","True","<hr /><h3>Scheduling</h3><p>Now look at the work you have to do this week. Use the Energy Line to figure out what’s coming up in terms of deadlines, then:</p><ul><li>Take your highest priority tasks (or your hardest or trickiest tasks) and schedule them in morning slots for the whole week.</li><li>Commit to clearing them early in the day. Record your plans below:<span></span></li></ul>","1. Monday Plan:","Breakfast Club","Paragraph Text","","No","No"
"10","True","","5. Friday Plan:","Breakfast Club","Paragraph Text","","No","No"
"9","True","","4. Thursday Plan","Breakfast Club","Paragraph Text","","No","No"
"8","True","","3. Wednesday Plan","Breakfast Club","Paragraph Text","","No","No"
"7","True","","2.Tuesday Plan:","Breakfast Club","Paragraph Text","","No","No"
"5","True","","Are these habits worth it? Do they help you with your day?","Breakfast Club","Short Text","Yes,No","No","No"
"4","True","<p>If you didn't answer Yes to the previous question, please consider the following regarding your morning habits and rituals:</p>","How much time do you spend on your morning rituals and habits?","Breakfast Club","Dropdown","Less than 30mins, Between 30mins-1hr, 1-2hrs, Greater than 2hrs","No","No"
"3","True","","Are they positive? Do they set you up for a good day?","Breakfast Club","Dropdown","Yes - they always set me up for a good day, Sometimes - Some of my morning habits set me up for a good day, Rarely - My morning habits tend not to set me up well, Never - My morning habits negatively affect my day","No","No"
"3","True","","What are your habits and rituals, your repeated behaviours?","Breakfast Club","Paragraph Text","","No","No"
"2","True","","What do you do with your first hour?","Breakfast Club","Paragraph Text","","No","No"
"1","True","<h3>The Morning Routine</h3><p>With all this in mind, look at your morning routine. Make some notes under the following headings:
</p>","What time do you wake up?","Breakfast Club","Short Text","","No","No"
"21","True","","2.","Energy Line","Short Text","","No","No"
"20","True","<hr /><p><strong>Idle </strong><em>(Max 2 Tasks):</em></p>","1.","Energy Line","Short Text","","No","No"
"19","True","","4.","Energy Line","Short Text","","No","No"
"18","True","","3.","Energy Line","Short Text","","No","No"
"17","True","","2.","Energy Line","Short Text","","No","No"
"16","True","<hr /><p><strong>Low</strong> <em>(Max 4 Tasks)</em>:</p>","1.","Energy Line","Short Text","","No","No"
"15","True","","8.","Energy Line","Short Text","","No","No"
"14","True","","7.","Energy Line","Short Text","","No","No"
"13","True","","6.","Energy Line","Short Text","","No","No"
"12","True","","5.","Energy Line","Short Text","","No","No"
"11","True","","4.","Energy Line","Short Text","","No","No"
"10","True","","3.","Energy Line","Short Text","","No","No"
"9","True","","2.","Energy Line","Short Text","","No","No"
"8","True","<hr /><p><strong>Medium </strong><em>(Max 8 Tasks)</em>:</p>","1.","Energy Line","Short Text","","No","No"
"7","True","","4.","Energy Line","Short Text","","No","No"
"6","True","","3.","Energy Line","Short Text","","No","No"
"5","True","","2.","Energy Line","Short Text","","No","No"
"4","True","<hr /><p><strong>High </strong><em>(Max 4 Tasks)</em>:</p>","1.","Energy Line","Short Text","","No","No"
"3","True","","2.","Energy Line","Short Text","","No","No"
"2","True","<hr /><p><strong>STEP 2 - Prioritise your List.</strong></p><p>Go through your list and prioritise them them into the different categories below:</p><hr /><p><b>Extreme / Urgent </b><em>(Max 2 Tasks)</em><strong>:</strong><br /></p>","1.","Energy Line","Short Text","","No","No"
"1","True","<h3>Creating your own Energy Line:</h3>
<ol>
	<ol>
		<li>Step 1 – You start by listing all the tasks that you’ve got to do in the space below. Just empty your head of every task you can think of. Don’t move onto step 2 until you are confident you’ve included everything.</li>
		<li>Step 2 – This is where you prioritise the tasks. Put things on the left-hand side – high or extreme – if you need to work with lots of energy to get them done by the deadline. Put them on the right if you can kick back and leave it for a bit. Attach dates for submission and you’re really getting there. You’ll notice that there are a maximum number of tasks that you can include at the bottom of each column.</li>
	</ol>
</ol>
<p>For example, you can only have two tasks in the extreme column. It might be useful to use small sticky notes for each task, so that you can pull them off when you’ve completed.<span></span>
</p>
<hr />
<p><strong>STEP 1 - List all your current tasks.</strong>
</p>","Current Tasks List:","Energy Line","Paragraph Text","","No","No"
"4","True","<hr /><ul><li>Finally, the reward. Start small with a verbal reward. It might be a ‘Good work!’ spoken aloud to yourself, watching your favourite show, or something else you enjoy like a bar of chocolate.<span></span></li></ul>","Reward:","3R's of Habit","Paragraph Text","","No","Yes"
"3","True","<ul>
	<li><hr />Now choose a routine that is easy to achieve. It might be to sort out your notes for thirty minutes, review the homework you’ve been set for thirty minutes or do one hour’s work on a difficult subject area. The key thing is this: in the beginning, performance doesn’t matter. Routine matters.<span></span></li>
</ul>","Routine:","3R's of Habit","Paragraph Text","","No","Yes"
"1","True","<h3 style=""margin:0px;"">Using the Habit Planning Grid</h3><p style=""margin:5px;""><em><strong>In this activity you are going to try and create a new habit.</strong></em><br />
</p><ul>
	<li>First think about a positive habit you would like to create, for example, doing 1 hour extra work every evening.</li>
</ul><em></em>","My New Habit(s):","3R's of Habit","Paragraph Text","","No","Yes"
"2","True","<hr /><ul>
	<li>Next choose a trigger attached to something that happens to you every day. For example, ‘At the end of every lunch hour I will ...’, ‘As I finish my breakfast I will ...’, ‘As the bell for the end of the college day goes, I will ...’ or ‘At the end of the 6 o’clock news I will ...’</li>
</ul>","Reminder / Trigger:","3R's of Habit","Paragraph Text","","No","Yes"
"10","True","","Finish Time?","Working Weeks","Short Text","","No","No"
"9","True","","Lunch break from/to:","Working Weeks","Short Text","","No","No"
"8","True","<hr /><p><strong><em>2. An Eighty hour week is.......</em></strong></p>","Start Time:","Working Weeks","Short Text","","No","No"
"7","True","","Finish Time?","Working Weeks","Short Text","","No","No"
"6","True","","Lunch break from/to:","Working Weeks","Short Text","","No","No"
"5","True","<hr /><p><strong><em>More working week facts:</em></strong></p><ul><li>The government recommends a maximum working week of forty-eight hours.</li><li>High earners (top tax bracket of over £50K a year) average fifty hours a week.</li><li>Company bosses interviewed worked between sixty and eighty hours a week.</li></ul><h3>What Does a Working Week Like That Look Like?</h3><p><em><strong>Try and calculate what level of commitment is required for each of the following job profiles: </strong>(Answers in Final Thoughts section)</em></p><p><strong><em>1. A Fifty Hour Week is.......</em></strong></p>","Start Time:","Working Weeks","Short Text","","No","No"
"4","True","","How can you change your working pattern to increase your working hours?","Working Weeks","Paragraph Text","","No","Yes"
"3","True","","What is the difference in hours between your two answers?","Working Weeks","Short Text","","No","Yes"
"2","True","","How many hours of compulsory face to face lessons / lectures do you have each week?","Working Weeks","Dropdown","Less than 15hrs,15-20hrs,20-25hrs,25-30hrs,More than 30hrs","No","Yes"
"1","True","<hr /><div>How do the hours on the chart above reflect your family’s working patterns? </div><div>Think about the working days your mum, dad, aunties or uncles have. What are their start and finish times?  What are their holiday patterns?</div>","Consider someone in your family who works full time - What are their averager working hours each week?","Working Weeks","Dropdown","Less than 30hrs,30-35hrs,35-40hrs,More than 40hrs","No","Yes"
"8","True","<hr />
<p>
</p>","If...","Power of If","Short Text","","No","No"
"7","True","","Then....","Power of If","Paragraph Text","","No","No"
"6","True","<hr />
<p>
</p>","If...","Power of If","Short Text","","No","No"
"5","True","","Then...","Power of If","Paragraph Text","","No","Yes"
"4","True","<hr />
<p>
</p>","If...","Power of If","Short Text","","No","Yes"
"9","True","","Then...","Power of If","Paragraph Text","","No","No"
"2","True","","Then....","Power of If","Paragraph Text","","No","Yes"
"1","True","<p>Think of some of your common problems or concerns and list them in the <strong>""If""</strong> boxes. Use the <strong>""Then""</strong> boxes to plan your responses:</p>","If...","Power of If","Short Text","","No","Yes"
"5","True","<hr /><p>Simple, memorable mantra's are the best.</p><p>Try Creating a Phrase - or even a list of words - that captures the kind of person you want to be.</p>","Add your list of words or thoughts below:","Inner Story Telling","Paragraph Text","","No","No"
"4","True","","When can you repeat this mantra to yourself? Think about bus journeys, waiting periods, silent study:","Inner Story Telling","Paragraph Text","","No","No"
"3","True","<hr /><p>Now try and create your own ""Mantra"" or Phrase that you easily repeat to yourself. This should encapsulate your new story, and help remind you of what you are trying to achieve during this activity. Here are a few examples to help:</p><ul class=""i8Z77e""><li class=""TrT0Xe""><strong><em>My past is not a reflection of my future.</em></strong></li><li class=""TrT0Xe""><strong><em>I am smart enough to make my own decisions.</em></strong></li><li class=""TrT0Xe""><strong><em>I'm in control of how I react to others.</em></strong></li><li class=""TrT0Xe""><strong><em>I choose peace.</em></strong></li><li class=""TrT0Xe""><strong><em>I'm courageous and stand up for <b>myself</b>.</em></strong></li><li class=""TrT0Xe""><strong><em>I will succeed today.</em></strong></li></ul>","Record your own mantra here:","Inner Story Telling","Paragraph Text","","No","Yes"
"1","True","","What stories have you told yourself?","Inner Story Telling","Paragraph Text","","No","Yes"
"8","True","","Comments / Reflections","10min Rule","Paragraph Text","","No","No"
"7","True","","Will you try this technique again?","10min Rule","Dropdown","Yes,No","No","No"
"6","True","","Did you go beyond 10mins?","10min Rule","Dropdown","Yes,No","No","No"
"5","True","","*Other","10min Rule","Short Text","","No","No"
"4","True","","How did you use your 10mins?","10min Rule","Checkboxes","Making revision notes, Reading, Research, Creating a visual aid (ie. Mind Map), Completing exam questions, Essay writing/planning, Other (Please add below)","No","Yes"
"3","True","<hr /><p>Please answer the questions below to reflect on your first 10min Sprint:</p>","Was it productive?","10min Rule","Dropdown","Highly Productive - I managed to get a lot of work completed, Quite Productive - I managed to get quite a lot done considering it was only 10mins, Not productive - I found it hard to focus and got very little completed.","No","Yes"
"2","True","<h2><strong><em>Now get everything ready, find a quite space to work and just START!!!</em></strong></h2><p><em>(Use the space below to type if you would prefer - we have added a silent 10minute timer below for you to use)</em>
</p><iframe src=""https://www.youtube.com/embed/L_beqv4nUkY"" allowfullscreen>
</iframe>","10minute Rule - Use the space below to make notes on a topic of your choice","10min Rule","Paragraph Text","","No","Yes"
"1","True","<p>Select a Topic or Subject to be the focus of your first 10min session:
</p>","Topic / Subject?","10min Rule","Short Text","","No","Yes"
"101","True","","Make your plans here:","10min Rule","Paragraph Text","","Yes","No"
"7","True","<hr /><p>Now that you’ve recognised some of your own blockers, make a plan for overcoming them. Record your observations and ideas here:<span></span></p>","What actions could you take to help you overcome self sabotage?","Recognising your blockers","Paragraph Text","","No","Yes"
"6","True","<hr /><p>Next time you put a task off, ask yourself why. Are you simply sequencing tasks and saving it for later? </p><p>Or is this an act of self-sabotage?<span></span></p>","Why do you usually put tasks off?","Recognising your blockers","Dropdown","Saving them for later, Self-sabotage","No","Yes"
"4","True","","Is there an action you can take right away which will make the task suddenly achievable?","Recognising your blockers","Short Text","","No","Yes"
"3","True","<hr /><p>Take a task that has been on your to-do list for a while because you’ve been putting it off....</p>","Why is it there?","Recognising your blockers","Paragraph Text","","No","Yes"
"2","True","","Which task on your list at the moment are you least likely to do? Why?","Recognising your blockers","Short Text","","No","Yes"
"1","True","<hr /><p>Think about a piece of work you never completed...</p>","How did you justify the non-completion to yourself? ","Recognising your blockers","Paragraph Text","","No","Yes"
"4","True","","4. Which jobs are you avoiding that you should tackle?","Frogs & Bannisters","Paragraph Text","","No","Yes"
"3","True","<hr /><p>Now consider the following questions....</p>","Which jobs are you doing that you can stop?","Frogs & Bannisters","Paragraph Text","","No","Yes"
"2","True","","2. List all your Bannisters below:","Frogs & Bannisters","Paragraph Text","","No","Yes"
"1","True","<p>List the work you’ve done recently. Have you been eating ugly frogs (getting tough, important jobs done) or have you been polishing the underside of the banister (half-heartedly completing easier looking jobs that aren’t really important):
</p>","1. List all your ""Frogs"" Below:","Frogs & Bannisters","Paragraph Text","","No","Yes"
"11","True","<hr /><p>Go with this plan for a period of time! </p><p>Studies say it takes <strong><em>thirty days</em></strong> to establish a habit. </p><p>Start by aiming
to make ten hours a week your habit for a month.
Then, in consultation with your tutors or teachers, step it up gradually. </p><p>Go for twelve hours next, then
fourteen. If you’re doing twenty hours a week by the spring of Year 13 you’re in a really good place.</p>","How likely is that you will be able to achieve this?","One to Ten","Short Text","","No","No"
"10","True","<hr />","How many hours have you commited to?","One to Ten","Short Text","","No","No"
"9","True","<hr />","SUNDAY - Can you commit to any time on a Sunday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
"8","True","<hr />","SATURDAY - Can you commit to any time on a Saturday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
"7","True","<hr />","FRIDAY - Can you commit to any time on a Friday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
"6","True","<hr />","THURSDAY - Can you commit to any time on a Thursday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
"5","True","<hr />","WEDNESDAY - Can you commit to any time on a Wednesday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
"4","True","<hr />","TUESDAY - Can you commit to any time on a Tuesday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
"3","True","<h3>What Can You Do? </h3><p><strong></strong>Very high levels of effort often seem ridiculous or impossible. It’s important to build up gradually like
a marathon runner might in their training sessions, and to acclimatise to the additional load before
increasing it. So, if you are only used to working for five hours, first, put a timetable in place that takes
you to ten hours of independent study per week, and live with it for a few weeks. </p><hr /><p>Use the spaces below
to record your plans for stepping up your levels of effort. Try and commit to 10 hours a throughout the week.<br /></p>","MONDAY - Can you commit to any time on a Monday? If yes, write the times down below:","One to Ten","Short Text","","No","No"
